,Unnamed: 0,Glycan,ID,Immunogenic,Link,species,class,domain,family,genus,kingdom,order,phylum
4475,4475,Man(a1-3)[Xyl(b1-2)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAcN,GBID8818,Unknown,None,Ricinus communis,Dicotyledons,Eukarya,Euphorbiaceae,Ricinus,Plantae,Malpighiales,Angiosperms
4476,4476,Galf(b1-2)[Man(a1-3)][Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID8819,Unknown,N,,Sordariomycetes,Eukarya,Hypocreaceae,Acremonium,Fungi,Hypocreales,Ascomycota
4477,4477,NeuNAc(a2-8)NeuNAc(a2-3)Gal(b1-4)GlcNAcOS(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID8820,Unknown,N,Bos taurus,Mammalia,Eukarya,Bovidae,Bos,Animalia,Artiodactyla,Chordata
4478,4478,GlcA(b1-4)Glc(b1-3)GalNAc(b1-4)GalNAc(a1-4)GalNAc(a1-4)GlcA,GBID8821,Unknown,None,,Betaproteobacteria,Bacteria,Comamonadaceae,,Bacteria,Burkholderiales,Proteobacteria
4479,4479,Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc,GBID8823,Unknown,None,Tamarindus indica,Dicotyledons,Eukarya,Fabaceae,Tamarindus,Plantae,Fabales,Angiosperms
4480,4480,Gal(a1-3)Gal(b1-3)Gal,GBID8825,Unknown,None,,Gammaproteobacteria,Bacteria,Yersiniaceae,Serratia,Bacteria,Enterobacterales,Proteobacteria
4481,4481,Gal(b1-4)GalNAc(a1-3)QuiNAc,GBID8828,Unknown,None,Neisseria gonorrhoeae,Betaproteobacteria,Bacteria,Neisseriaceae,Neisseria,Bacteria,Neisseriales,Proteobacteria
4482,4482,LDManHep(a1-2)DDManHep(a1-2)[GalN(a1-4)]GalA(a1-3)[LDManHep(a1-7)]LDManHepOPEtn(a1-3)[Glc(b1-4)]LDManHep(a1-5)[AraN(b1-8)]Kdo,GBID8832,Unknown,None,Proteus penneri,Gammaproteobacteria,Bacteria,Morganellaceae,Proteus,Bacteria,Enterobacterales,Proteobacteria
4483,4483,Rha(a1-6)Man(a1-3)D-Fuc(a1-3)GlcNAcOPGro(b1-3)Rha,GBID8834,Unknown,None,Pantoea agglomerans,Gammaproteobacteria,Bacteria,"Enterobacteriaceae, Erwiniaceae","Enterobacter, Pantoea",Bacteria,Enterobacterales,Proteobacteria
4484,4484,[Xyl(b1-2)]Man(a1-3)[Xyl(b1-2)]Man(a1-3)[GlcA(b1-2)]Man(a1-3)[Xyl(b1-2)]Man(a1-3)[Xyl(b1-2)]Man(a1-3)Man,GBID8835,Unknown,None,Cryptococcus neoformans,Saccharomycetes,Eukarya,Saccharomycetaceae,Cryptococcus,Fungi,Saccharomycetales,Ascomycota
4485,4485,Xyl(b1-2)Ara(a1-6)[Glc(b1-4)]GlcNAc,GBID8838,Unknown,None,,Dicotyledons,Eukarya,Fabaceae,,Plantae,Fabales,Angiosperms
4486,4486,Rha(a1-3)ManOPyr(a1-3)Gal(a1-3)Rha,GBID8839,Unknown,None,Rhodococcus hoagii,Actinobacteria,Bacteria,Nocardiaceae,Rhodococcus,Bacteria,Actinomycetales,Actinobacteria
4487,4487,QuiNAlaBut(b1-6)GlcNAc(a1-3)L-QuiNAc(a1-3)GlcNAcOAc(a1-3)QuiNAlaBut,GBID8840,Unknown,None,Escherichia coli,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Escherichia,Bacteria,Enterobacterales,Proteobacteria
4488,4488,GlcOPyr(b1-3)Rha(a1-5)1dAlt-ol,GBID8844,Unknown,None,"Mycobacterium avium, Mycobacterium intracellulare",Actinobacteria,Bacteria,Mycobacteriaceae,Mycobacterium,Bacteria,Actinomycetales,Actinobacteria
4489,4489,Glc(b1-6)[GlcOAcOPGro(a1-4)]Gal(a1-3)GalOAc(b1-4)Glc,GBID8847,Unknown,None,Streptococcus pneumoniae,Bacilli,Bacteria,Streptococcaceae,Streptococcus,Bacteria,Lactobacillales,Firmicutes
4490,4490,Man(a1-6)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID8851,Unknown,N,"Gallus gallus, ","Aves, ",Eukarya,"Phasianidae, ","Gallus, ",Animalia,"Galliformes, ","Chordata, Arthropoda"
4491,4491,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-4)Glc(b1-4)[GlcNAc(a1-2)[Glc(a1-3)]LDManHep(a1-3)]LDManHep(a1-5)Kdo,GBID8852,Unknown,None,"Neisseria gonorrhoeae, Neisseria meningitidis",Betaproteobacteria,Bacteria,Neisseriaceae,Neisseria,Bacteria,Neisseriales,Proteobacteria
4492,4492,QuiNAc(b1-6)GlcNAc(a1-4)GlcA(b1-3)GalNAc(a1-4)QuiNAc,GBID8853,Yes,None,Providencia stuartii,Gammaproteobacteria,Bacteria,Morganellaceae,Providencia,Bacteria,Enterobacterales,Proteobacteria
4493,4493,GlcNAc(a1-3)[GlcNAc(b1-4)]Fuc(a1-2)GlcA(b1-4)[6dTalOAcOMe(a1-3)]Fuc(a1-3)GalNAc(a1-4)ManNAc(b1-4)Gal(a1-3)GalNAc(b1-3)Glc(a1-3)Man(a1-6)[Glc(a1-2)Glc(a1-3)Gal(a1-2)][Kdo(a2-3)]Man(a1-4)Man(a1-5)[AraOPN(b1-6)GlcN(a1-4)Kdo(a2-4)]Kdo(a2-6)GlcN(b1-6)GlcOPN,GBID8854,Unknown,None,Pectinatus frisingensis,Negativicutes,Bacteria,Veillonellaceae,Pectinatus,Bacteria,Selenomonadales,Firmicutes
4494,4494,Glc(a1-6)Gal(a1-3)[Glc(b1-4)]FucNAc(a1-3)GlcNAcGro,GBID8856,Unknown,None,Escherichia coli,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Escherichia,Bacteria,Enterobacterales,Proteobacteria
4495,4495,[Man(a1-2)Xyl(b1-4)Xyl(b1-4)][Man(a1-4)GlcA(b1-2)]Man(a1-3)Man(a1-3)[GlcA(b1-4)Xyl(b1-3)Xyl(b1-2)]Man(a1-3)Man,GBID8859,Unknown,None,Tremella mesenterica,Tremellomycetes,Eukarya,Tremellaceae,Tremella,Fungi,Tremellales,Basidiomycota
4496,4496,[GlcA(b1-2)]Man(a1-3)GalOPyr(a1-3)Glc(a1-3)Man,GBID8861,Unknown,None,Rhodococcus hoagii,Actinobacteria,Bacteria,Nocardiaceae,Rhodococcus,Bacteria,Actinomycetales,Actinobacteria
4497,4497,Glc(b1-3)[Glc(b1-6)Glc(b1-6)Glc(b1-6)Glc(b1-6)]Glc(b1-3)[Glc(b1-6)]Glc(b1-3)[Glc(b1-6)]Glc(b1-3)Glc,GBID8862,Unknown,None,,Agaricomycetes,Eukarya,Auriculariaceae,Auricularia,Fungi,Auriculariales,Basidiomycota
4498,4498,ManNAcA(b1-4)FucNAc(b1-3)FucNAc,GBID8866,Unknown,None,Staphylococcus aureus,Bacilli,Bacteria,Staphylococcaceae,Staphylococcus,Bacteria,Bacillales,Firmicutes
4499,4499,D-FucNAc(a1-4)QuiN(b1-3)6dTalOAc(a1-3)D-FucNAc,GBID8871,Unknown,None,Pseudomonas fluorescens,Gammaproteobacteria,Bacteria,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonadales,Proteobacteria
4500,4500,[Col(a1-3)][Col(a1-6)]Glc(a1-4)Gal(a1-3)GlcNAc(a1-4)Glc,GBID8872,Unknown,None,Escherichia coli,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Escherichia,Bacteria,Enterobacterales,Proteobacteria
4501,4501,Gal(b1-2)D-Rha(a1-4)[Gal(a1-2)]GlcA(a1-3)[Gal(b1-6)]Man(a1-3)Glc-ol,GBID8874,Unknown,None,Burkholderia cepacia,Betaproteobacteria,Bacteria,Burkholderiaceae,Burkholderia,Bacteria,Burkholderiales,Proteobacteria
4502,4502,Glc(a1-2)Glc(a1-2)Glc(a1-2)GlcGro,GBID8875,Unknown,None,Enterococcus faecium,Bacilli,Bacteria,Enterococcaceae,Enterococcus,Bacteria,Lactobacillales,Firmicutes
4503,4503,Xylf(b1-2)Xyl(b1-3)[Rha(b1-2)Rha(b1-4)]Xyl,GBID8877,Unknown,None,,Dicotyledons,Eukarya,Polygalaceae,Polygala,Plantae,Fabales,Angiosperms
4504,4504,Xyl(b1-2)[Glc(b1-3)]Ara,GBID8880,Unknown,None,"Aralia elata, Hovenia dulcis",Dicotyledons,Eukarya,"Araliaceae, Fabaceae, Rhamnaceae","Aralia, Hovenia",Plantae,"Apiales, Fabales, Rosales",Angiosperms
4505,4505,Glc(b1-3)Rha(a1-4)[GlcA(b1-3)]Rha(a1-4)Glc,GBID8881,Unknown,None,Bacillus megaterium,Bacilli,Bacteria,Bacillaceae,Bacillus,Bacteria,Bacillales,Firmicutes
4506,4506,Glc(a1-3)Glc(a1-6)Glc(a1-6)Glc,GBID8883,Unknown,None,,Bacilli,Bacteria,Leuconostocaceae,,Bacteria,Lactobacillales,Firmicutes
4507,4507,[Glc(a1-3)]Rha(a1-2)Rha(a1-2)Rha(a1-6)Glc(a1-2)Rha,GBID8884,Unknown,None,Pantoea agglomerans,Gammaproteobacteria,Bacteria,Erwiniaceae,Pantoea,Bacteria,Enterobacterales,Proteobacteria
4508,4508,[Man(a1-6)Glc(a1-6)Glc(a1-6)]Glc(a1-6)Galf(b1-6)Galf(b1-6)[Glc(a1-2)]Galf(b1-6)[Glc(a1-2)]Galf(b1-6)[Glc(a1-2)]Galf(b1-6)[Glc(a1-2)]Man(a1-4)[Glc(a1-2)]Man(a1-4)Glc,GBID8885,Unknown,None,,Sordariomycetes,Eukarya,Hypocreaceae,,Fungi,Hypocreales,Ascomycota
4509,4509,Ara(a1-2)Rha(a1-6)Gal,GBID8886,Unknown,None,,Dicotyledons,Eukarya,Malvaceae,,Plantae,Malvales,Angiosperms
4510,4510,Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man,GBID8887,Unknown,None,"Fusarium graminearum, ",Sordariomycetes,Eukarya,Nectriaceae,Fusarium,Fungi,Hypocreales,Ascomycota
4511,4511,Rha(a1-3)Rha(a1-2)Rha(a1-2)Rha(a1-3)Rha(a1-3)ManOMe,GBID8888,Unknown,None,Agrobacterium tumefaciens,Alphaproteobacteria,Bacteria,Rhizobiaceae,Agrobacterium,Bacteria,Rhizobiales,Proteobacteria
4512,4512,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-4)[GlcNAc(a1-2)[Glc(a1-3)]LDManHep(a1-3)]LDManHep(a1-5)Kdo,GBID8890,Unknown,None,Neisseria meningitidis,Betaproteobacteria,Bacteria,Neisseriaceae,Neisseria,Bacteria,Neisseriales,Proteobacteria
4513,4513,Kdo(a2-6)GalA(a1-6)Gal(a1-4)Man(a1-5)[GalA(a1-4)GalA(a1-5)Kdo(a2-4)]Kdo,GBID8897,Unknown,None,Rhizobium etli,Alphaproteobacteria,Bacteria,Rhizobiaceae,Rhizobium,Bacteria,Rhizobiales,Proteobacteria
4514,4514,[Glc(b1-6)]GalNAc(b1-3)Gal(a1-6)Gal(b1-3)GalNAc(a1-4)GalNAc,GBID8899,Yes,None,Acinetobacter baumannii,Gammaproteobacteria,Bacteria,Moraxellaceae,Acinetobacter,Bacteria,Pseudomonadales,Proteobacteria
4515,4515,"D-FucNAc(a1-4)ManNAcA(b1-4)GlcNAcOAc(a1-3)D-FucNAc(a1-4)ManNAcA(b1-4)2,5-Anhydro-Man",GBID8900,Unknown,None,Yersinia pestis,Gammaproteobacteria,Bacteria,Yersiniaceae,Yersinia,Bacteria,Enterobacterales,Proteobacteria
4516,4516,Man(a1-2)Man(a1-3)Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-2)Man,GBID8901,Unknown,None,Candida albicans,Saccharomycetes,Eukarya,Saccharomycetaceae,Candida,Fungi,Saccharomycetales,Ascomycota
4517,4517,GalALys(a1-4)GalNAc(b1-4)[Glc(b1-2)]GlcA(b1-3)GalNAc,GBID8902,Unknown,None,,Gammaproteobacteria,Bacteria,Morganellaceae,Proteus,Bacteria,Enterobacterales,Proteobacteria
4518,4518,Rha(a1-3)[Glc(b1-6)]Glc,GBID8903,Unknown,None,,Dicotyledons,Eukarya,Orobanchaceae,,Plantae,Lamiales,Angiosperms
4519,4519,[Man(a1-6)]Glc(a1-3)Glc(a1-4)Glc(a1-3)Glc(a1-3)Glc(a1-4)Glc(a1-3)Glc(a1-4)[Gal(b1-6)]Glc(a1-4)Glc,GBID8904,Unknown,None,,Lecanoromycetes,Eukarya,,,Fungi,Lecanorales,Ascomycota
4520,4520,QuiNAc(b1-3)[Gal(a1-6)]GalNAc(a1-4)GalNAc(a1-3)GalNAc(a1-3)QuiNAc,GBID8905,Yes,None,Acinetobacter baumannii,Gammaproteobacteria,Bacteria,Moraxellaceae,Acinetobacter,Bacteria,Pseudomonadales,Proteobacteria
4521,4521,[RhaOMe(a1-4)]RibOP-ol(1-5)RibOP-ol,GBID8906,Unknown,None,,Actinobacteria,Bacteria,Actinomycetaceae,Streptomyces,Bacteria,Actinomycetales,Actinobacteria
4522,4522,Glc(a1-3)Glc(b1-3)Glc(a1-3)Glc,GBID8907,Unknown,None,Pleurotus florida,Agaricomycetes,Eukarya,Pleurotaceae,Pleurotus,Fungi,Agaricales,Basidiomycota
4523,4523,Fruf(b2-6)Fruf(b2-6)Fruf(b2-6)Fruf(b2-6)Fruf(b2-6)Fru,GBID8911,Unknown,None,Bacillus pumilus,Bacilli,Bacteria,Bacillaceae,Bacillus,Bacteria,Bacillales,Firmicutes
4524,4524,[Man(a1-2)Man(a1-2)]D-Araf(a1-5)D-Araf(a1-5)D-Araf,GBID8912,Unknown,None,,Actinobacteria,Bacteria,Tsukamurellaceae,Tsukamurella,Bacteria,Actinomycetales,Actinobacteria
4525,4525,GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-6)[Glc(b1-4)]LDManHep,GBID8914,Unknown,None,Pasteurella multocida,Gammaproteobacteria,Bacteria,Pasteurellaceae,Pasteurella,Bacteria,Pasteurellales,Proteobacteria
4526,4526,Man(a1-2)Man(b1-2)Man(b1-2)Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID8915,Unknown,None,Komagataella pastoris,Saccharomycetes,Eukarya,Saccharomycetaceae,Komagataella,Fungi,Saccharomycetales,Ascomycota
4527,4527,Man(b1-4)Man(b1-4)[Gal(a1-6)]Man,GBID8917,Unknown,None,"Mimosa scabrella, Schizolobium amazonicum, Schizolobium parahyba, Stryphnodendron adstringens",Dicotyledons,Eukarya,Fabaceae,"Mimosa, Schizolobium, Stryphnodendron",Plantae,Fabales,Angiosperms
4528,4528,[Galf(b1-6)]GalNAc(b1-3)Gal(a1-4)RibOP-ol(5-5)Galf(b1-3)Gal(b1-4)GalNAc,GBID8918,Unknown,None,Streptococcus pneumoniae,Bacilli,Bacteria,Streptococcaceae,Streptococcus,Bacteria,Lactobacillales,Firmicutes
4529,4529,Glc(a1-2)Galf(b1-6)Glc(a1-6)Glc(b1-3)Galf(b1-3)Glc,GBID8925,Yes,None,Actinobacillus pleuropneumoniae,Gammaproteobacteria,Bacteria,Pasteurellaceae,Actinobacillus,Bacteria,Pasteurellales,Proteobacteria
4530,4530,Rha(a1-4)Gal(b1-2)GlcOMeA,GBID8927,Unknown,None,Castanospermum australe,Dicotyledons,Eukarya,Fabaceae,Castanospermum,Plantae,Fabales,Angiosperms
4531,4531,Glc(b1-4)Rha(a1-3)[Glc(b1-6)Glc(a1-6)]Glc(b1-4)D-2dAraHexA(b1-4)Glc,GBID8928,Unknown,None,Sphingomonas paucimobilis,Alphaproteobacteria,Bacteria,Sphingomonadaceae,Sphingomonas,Bacteria,Sphingomonadales,Proteobacteria
4532,4532,Rha(a1-2)Gal(b1-3)[Glc(b1-2)]GlcA,GBID8929,Unknown,None,,Dicotyledons,Eukarya,Primulaceae,Primula,Plantae,Ericales,Angiosperms
4533,4533,Glc(b1-3)D-FucNAc(a1-4)GalNAc(a1-3)GalNAc,GBID8931,Unknown,None,Streptococcus pneumoniae,Bacilli,Bacteria,Streptococcaceae,Streptococcus,Bacteria,Lactobacillales,Firmicutes
4534,4534,GalNAc(a1-3)GalNAc(b1-2)Gal(b1-3)GalNAc(a1-4)GalNAc,GBID8932,Yes,None,Vibrio mimicus,Gammaproteobacteria,Bacteria,Vibrionaceae,Vibrio,Bacteria,Vibrionales,Proteobacteria
4535,4535,D-Ara(b1-2)Gal(b1-3)GalOP(b1-4)Man,GBID8933,Unknown,None,Leishmania major,Kinetoplastida,Eukarya,Trypanosomatidae,Leishmania,Excavata,Trypanosomatida,Euglenozoa
4536,4536,[Galf(b1-3)]GalNAc(a1-3)GalOPyr(b1-3)D-FucNAcN(a1-4)GalNAc,GBID8939,Unknown,None,Bacteroides fragilis,Bacteroidia,Bacteria,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes
4537,4537,Man(a1-2)RhaOMe(a1-3)Rha(a1-2)Man,GBID8941,Yes,None,Burkholderia multivorans,Betaproteobacteria,Bacteria,Burkholderiaceae,Burkholderia,Bacteria,Burkholderiales,Proteobacteria
4538,4538,Glc(b1-2)[Glc(b1-3)Glc(b1-3)]Glc,GBID8942,Unknown,None,Aralia elata,Dicotyledons,Eukarya,Araliaceae,Aralia,Plantae,Apiales,Angiosperms
4539,4539,[Ko(a2-4)]Kdo(a2-5)Kdo,GBID8947,Unknown,None,Yersinia pestis,Gammaproteobacteria,Bacteria,Yersiniaceae,Yersinia,Bacteria,Enterobacterales,Proteobacteria
4540,4540,Galf(a1-3)GlcNAc(a1-2)Galf(a1-2)[Galf(b1-3)]Gal-ol,GBID8948,Unknown,None,Pseudobacteroides cellulosolvens,Clostridia,Bacteria,Hungateiclostridiaceae,Pseudobacteroides,Bacteria,Clostridiales,Firmicutes
4541,4541,Ribf(b1-3)[Glc(b1-2)]Rha(a1-3)Rha(a1-2)Rha(a1-2)Rha,GBID8949,Yes,None,Gluconacetobacter diazotrophicus,Alphaproteobacteria,Bacteria,Acetobacteraceae,Gluconacetobacter,Bacteria,Rhodospirillales,Proteobacteria
4542,4542,GlcA(b1-3)Gal(b1-3)GalNAc(a1-4)GalNAc(b1-4)[Fuc(a1-3)]GlcNAcOPCho(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID8950,Unknown,None,,Insecta,Eukarya,,,Animalia,Lepidoptera,Arthropoda
4543,4543,Glc(a1-6)Glc(a1-6)Glc(a1-6)Glc(a1-6)Glc(a1-6)Glc,GBID8951,Unknown,None,Lactobacillus reuteri,Bacilli,Bacteria,Lactobacillaceae,Lactobacillus,Bacteria,Lactobacillales,Firmicutes
4544,4544,GlcA(b1-2)[GlcN(a1-7)]LDManHep,GBID8952,Unknown,None,Bordetella pertussis,Betaproteobacteria,Bacteria,Alcaligenaceae,Bordetella,Bacteria,Burkholderiales,Proteobacteria
4545,4545,FrufOAc(a1-2)FrufOAc(a1-2)FrufOAc,GBID8958,Unknown,None,,Gammaproteobacteria,Bacteria,Yersiniaceae,Yersinia,Bacteria,Enterobacterales,Proteobacteria
4546,4546,Man(a1-3)Man(a1-2)Man,GBID8962,Unknown,None,Nakazawaea holstii,Saccharomycetes,Eukarya,undetermined,Nakazawaea,Fungi,Saccharomycetales,Ascomycota
4547,4547,Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)Kdo,GBID8963,Unknown,None,Escherichia coli,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Escherichia,Bacteria,Enterobacterales,Proteobacteria
4548,4548,LDManHep(a1-2)DDManHep(a1-2)L-4dThrHexA4en(b1-3)[LDManHep(a1-7)]LDManHep(a1-3)[Glc(b1-4)]LDManHep(a1-5)Kdo,GBID8966,Unknown,None,Serratia marcescens,Gammaproteobacteria,Bacteria,Yersiniaceae,Serratia,Bacteria,Enterobacterales,Proteobacteria
4549,4549,[Man(a1-2)Man(a1-2)Man(a1-2)]Man(a1-6)Man,GBID8972,Unknown,None,Umbilicaria pustulata,Lecanoromycetes,Eukarya,Umbilicariaceae,Umbilicaria,Fungi,Umbilicariales,Ascomycota
4550,4550,RibOP-ol(5-6)Galf(b1-3)Gal(b1-6)Galf(b1-6)GalNAc(b1-3)Gal(a1-1)RibOP-ol,GBID8975,Unknown,None,Streptococcus oralis,Bacilli,Bacteria,Streptococcaceae,Streptococcus,Bacteria,Lactobacillales,Firmicutes
4551,4551,[D-Rha(a1-3)]Fuc(a1-4)Xyl(b1-4)Fuc,GBID8976,Unknown,None,"Azospirillum brasilense, Azospirillum lipoferum",Alphaproteobacteria,Bacteria,Rhodospirillaceae,Azospirillum,Bacteria,Rhodospirillales,Proteobacteria
4552,4552,GalNAc(a1-3)[D-Rha(a1-2)]D-Rha(b1-4)Glc(b1-6)Galf(b1-6)Gal(b1-3)GalNAcOP(a1-6)GalNAc,GBID8983,Unknown,None,Streptococcus mitis,Bacilli,Bacteria,Streptococcaceae,Streptococcus,Bacteria,Lactobacillales,Firmicutes
4553,4553,Gal(b1-4)GlcNAc(b1-6)Gal(a1-4)GlcA(b1-6)Gal(b1-4)Gal,GBID8984,Unknown,None,Shigella boydii,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Shigella,Bacteria,Enterobacterales,Proteobacteria
4554,4554,Glc(a1-3)Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID8985,Unknown,N,Mus musculus,Mammalia,Eukarya,Muridae,Mus,Animalia,Rodentia,Chordata
4555,4555,D-FucNAc(a1-2)D-Rha(b1-3)D-Rha,GBID8987,Unknown,None,Xanthomonas campestris,Gammaproteobacteria,Bacteria,Xanthomonadaceae,Xanthomonas,Bacteria,Xanthomonadales,Proteobacteria
4556,4556,L-Xyl(b1-4)L-Xyl(b1-4)RhaOMe(a1-3)Gal(b1-3)Glc(b1-4)Glc(a1-1)Glc,GBID8988,Unknown,None,,Actinobacteria,Bacteria,Mycobacteriaceae,Mycobacterium,Bacteria,Actinomycetales,Actinobacteria
4557,4557,[D-FucNAc(a1-3)]Rha(a1-2)Rha(a1-3)Rha(a1-3)Rha(a1-2)Rha,GBID8989,Unknown,None,Pseudomonas coronafaciens,Gammaproteobacteria,Bacteria,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonadales,Proteobacteria
4558,4558,Glc(b1-2)[Man(a1-4)]GalA(a1-3)Man(a1-3)Man(b1-3)Glc,GBID8991,Unknown,None,Serratia marcescens,Gammaproteobacteria,Bacteria,Yersiniaceae,Serratia,Bacteria,Enterobacterales,Proteobacteria
4559,4559,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-4)[GlcNAcOAc(a1-2)[Glc(b1-3)]LDManHepOPEtn(a1-3)]LDManHep(a1-5)[Kdo(a2-4)]Kdo,GBID8992,Unknown,None,Neisseria meningitidis,Betaproteobacteria,Bacteria,Neisseriaceae,Neisseria,Bacteria,Neisseriales,Proteobacteria
4560,4560,[Xyl(a1-6)]Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)Glc,GBID8993,Unknown,None,,Dicotyledons,Eukarya,Fabaceae,,Plantae,Fabales,Angiosperms
4561,4561,Glc(b1-2)Rha(a1-4)Rha(a1-4)[Rha(a1-2)]Glc,GBID8994,Unknown,None,,Monocotyledons ,Eukarya,Arecaceae,Phoenix,Plantae,Arecales,Angiosperms
4562,4562,ManNAcNAmA(b1-4)L-GulNAcA(a1-3)D-FucNAc-ol,GBID8995,Unknown,None,"Pseudomonas aeruginosa, ",Gammaproteobacteria,Bacteria,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonadales,Proteobacteria
4563,4563,Gal(a1-6)Gal(b1-2)Man,GBID9002,Unknown,None,Papiliotrema laurentii,Tremellomycetes,Eukarya,Tremellaceae,Papiliotrema,Fungi,Tremellales,Basidiomycota
4564,4564,[Tyv(a1-3)]Man(a1-4)Rha(a1-3)[Glc(a1-4)]Gal(a1-2)Man,GBID9004,Unknown,None,"Salmonella enteritidis, Salmonella typhi",Gammaproteobacteria,Bacteria,Enterobacteriaceae,Salmonella,Bacteria,Enterobacterales,Proteobacteria
4565,4565,Xyl(b1-3)Xyl(b1-2)[Glc(b1-3)]Glc(b1-4)Gal,GBID9005,Unknown,None,"Agave sisalana, ",Monocotyledons ,Eukarya,Asparagaceae,"Agave, Diuranthera",Plantae,Asparagales,Angiosperms
4566,4566,NeuNAc(a2-6)Gal(b1-4)GlcNAcOS(b1-2)Man(a1-6)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID9006,Unknown,N,Sus scrofa,Mammalia,Eukarya,Suidae,Sus,Animalia,Artiodactyla,Chordata
4567,4567,[Gal(a1-3)][Gal(b1-4)]GlcNAc(a1-4)[Gal(a1-3)]ManNAc(b1-4)[Gal(a1-3)]GlcNAc(b1-6)GlcNAc,GBID9008,Unknown,None,Bacillus cereus,Bacilli,Bacteria,Bacillaceae,Bacillus,Bacteria,Bacillales,Firmicutes
4568,4568,Araf(a1-2)Rha(a1-4)Glc,GBID9010,Unknown,None,,Dicotyledons,Eukarya,Ranunculaceae,Anemone,Plantae,Ranunculales,Angiosperms
4569,4569,GlcNAc(b1-2)[GlcOLac(a1-3)]Rha,GBID9019,Unknown,None,Escherichia coli,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Escherichia,Bacteria,Enterobacterales,Proteobacteria
4570,4570,ManNAcA(b1-4)ManNAcA(b1-3)D-FucNAc,GBID9020,Unknown,None,"Acinetobacter baumannii, ",Gammaproteobacteria,Bacteria,Moraxellaceae,Acinetobacter,Bacteria,Pseudomonadales,Proteobacteria
4571,4571,Fuc(a1-2)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]GalNAc,GBID9021,Unknown,O,Sus scrofa,Mammalia,Eukarya,Suidae,Sus,Animalia,Artiodactyla,Chordata
