,Unnamed: 0,ID,Glycan,Link,Species,Immunogenic
231,232,GBID6406,Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-3)GalNAc,O,"Bos taurus, Bufo bufo, Homo sapiens, Rana sphenocephala, Rattus norvegicus, Rhinella arenarum, Sus scrofa, Xenopus tropicalis",No
232,233,GBID6481,Gal(b1-3)[NeuNAc(a2-6)]GlcNAc(b1-3)Gal(b1-4)Glc,Free,Homo sapiens,No
233,234,GBID6551,Fuc(a1-3)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,Homo sapiens,No
234,235,GBID6555,Gal(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,N,Homo sapiens,No
235,236,GBID6595,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,"Homo sapiens, MurineLeukemia Virus",No
236,237,GBID6597,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc,Free,Homo sapiens,No
237,238,GBID6651,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc,Free,"Helicobacter pylori, Homo sapiens",No
238,239,GBID6680,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)GalNAc,O,"Ambystoma maculatum, Homo sapiens",No
239,240,GBID6714,Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc,N,"Felis catus, Homo sapiens, Mesocricetus auratus, Mus musculus",No
240,241,GBID6741,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,N,Homo sapiens,No
241,242,GBID6768,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,Homo sapiens,No
242,243,GBID6810,Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-3)GlcNAc(b1-3)[GalNAc(a1-3)[NeuNAc(a2-6)]Gal(b1-3)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)[NeuNAc(a2-6)]GalNAc,O,Homo sapiens,No
243,244,GBID6813,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,"Homo sapiens, MurineRespo Virus, Mus musculus, Sus scrofa",No
244,245,GBID6836,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)]GalNAc,O,Homo sapiens,No
245,246,GBID6862,GlcNAc(b1-4)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,N,Homo sapiens,No
246,247,GBID6903,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc,O,Homo sapiens,No
247,248,GBID6964,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,N,"Apis sp, Bos taurus, Coturnix japonica, Gallus gallus, Homo sapiens, Oryctolagus cuniculus, Rattus norvegicus",No
248,249,GBID6994,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,N,"Bos taurus, Desmodus rotundus, Homo sapiens, MurineLeukemia Virus",No
249,250,GBID6999,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,"Gallus gallus, Homo sapiens",No
250,251,GBID7020,Gal(b1-4)GlcNAc(b1-3)[NeuNAc(a2-6)]Gal(b1-4)GlcNAc(b1-3)[NeuNAc(a2-6)]GalNAc,O,Homo sapiens,No
251,252,GBID7023,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,N,"Bos taurus, Gallus gallus, Homo sapiens, Sus scrofa",No
252,253,GBID7039,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,N,Homo sapiens,No
253,254,GBID7048,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)[NeuNAc(a2-3)Gal(b1-3)]GalNAc,O,"Bos taurus, Equus caballus, Homo sapiens, Mus musculus, Oryctolagus cuniculus, Rattus norvegicus, Sus scrofa",No
254,255,GBID7061,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,N,"Homo sapiens, HumanImmunoDeficiency Virus, Mesocricetus auratus, Mus musculus, Rattus norvegicus",No
255,256,GBID7068,Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,Homo sapiens,No
256,257,GBID7097,Fuc(a1-2)Gal(b1-3)[Gal(b1-6)]GalNAc,O,Homo sapiens,No
257,258,GBID7112,GlcNAc(b1-3)Gal(b1-3)GalNAc,O,"Homo sapiens, Sus scrofa",No
258,259,GBID7193,Fuc(a1-3)GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,Homo sapiens,No
259,260,GBID7239,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,Homo sapiens,No
260,261,GBID7373,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,N,Homo sapiens,No
261,262,GBID7396,Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc,Free,"Gorilla gorilla, Helicobacter pylori, Homo sapiens, Pan paniscus, Pan troglodytes, Pongo pygmaeus, Tursiops truncatus, Ursus americanus, Ursus arctos",No
262,263,GBID7412,Man(a1-2)Man(a1-2)Man,O,"Aspergillus awamori, Candida albicans, Candida glabrata, Candida laurentii, Candida parapsilosis, Candida tropicalis, Carassea connexa, Cladonia clathrata, Cladonia ibitipocae, Cladonia imperialis, Cladonia miniata, Cladonia penicillata, Cladonia salmonea, Cladonia signata, Cladonia substellata, Cryphonectria parasitica, Cyberlindnera jadinii, Homo sapiens, Komagataella pastoris, Leishmania donovani, Leishmania mexicana, Neurospora crassa, Papiliotrema laurentii, Peltula crispatula, Phomopsis foeniculi, Schizosaccharomyces pombe, Torulaspora delbrueckii, Trichoderma reesei, Yarrowia lipolytica",No
263,264,GBID7424,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,N,"AvianInfluenzaA Virus, Bos taurus, Canis lupus, Capra hircus, Cavia porcellus, Coturnix japonica, Gallus gallus, Homo sapiens, HumanImmunoDeficiency Virus, Oryctolagus cuniculus, Ovis aries, Rattus norvegicus, Sus scrofa",No
264,265,GBID7441,Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc,O,"Homo sapiens, Mus musculus",No
265,266,GBID7447,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,Homo sapiens,No
266,267,GBID7477,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,N,"Bos taurus, Homo sapiens",No
267,268,GBID7478,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNGc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,Homo sapiens,No
268,269,GBID7503,GalNAcOS(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,Homo sapiens,No
269,270,GBID7508,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,Homo sapiens,No
270,271,GBID7564,Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,N,"Acremonium sp, Apis mellifera, Apis sp, Arabidopsis thaliana, Arachis hypogaea, Artemisia vulgaris, Aspergillus niger, Astacus leptodactylus, Bombyx mori, Bos taurus, Caenorhabditis elegans, Carica papaya, Fusarium graminearum, Fusarium sp, Gallus gallus, Glycine max, Herpetomonas pessoai, Homo sapiens, HumanImmunoDeficiency Virus, Leishmania adleri, Leishmania mexicana, Leptomonas samueli, Lupinus luteus, Mamestra brassicae, Megathura crenulata, MurineLeukemia Virus, Mus musculus, Nicotiana alata, Nicotiana tabacum, Olea europaea, Oryza sativa, Phaseolus vulgaris, Rattus norvegicus, Ricinus communis, Riftia pachyptila, SpleenFocusForming Virus, Spodoptera frugiperda, Strigomonas culicis, Sus scrofa, Tetronarce californica, Trypanosoma brucei, Trypanosoma conorhini, Trypanosoma dionisii",No
271,272,GBID7594,GalNAc(b1-4)[NeuNAc(a2-3)]Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[GalOS(b1-4)GlcNAc(b1-2)[GalOS(b1-4)GlcNAc(b1-4)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,None,Homo sapiens,No
272,273,GBID7612,Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc,Free,"Canis lupus, Diceros bicornis, Escherichia coli, Giraffa camelopardalis, Homo sapiens, Osphranter rufus, Pan paniscus, Pan troglodytes, Ursus americanus, Ursus arctos",No
273,274,GBID7649,Fuc(a1-4)GlcNAc(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]GalNAc,O,Homo sapiens,No
274,275,GBID7687,GalOS(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[NeuNAc(a2-6)]GalNAc,O,Homo sapiens,No
275,276,GBID7705,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,Homo sapiens,No
276,277,GBID7717,GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,"Bombyx mori, Homo sapiens, Locusta migratoria, Mus musculus, Rattus norvegicus, Trichinella spiralis",No
277,278,GBID7781,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,"Desmodus rotundus, Homo sapiens, MurineLeukemia Virus, Mus musculus",No
278,279,GBID7785,GalNAc(b1-4)[NeuNAc(a2-3)]Gal(b1-4)GlcNAc(b1-2)[GalNAc(b1-4)[NeuNAc(a2-3)]Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[GalNAc(b1-4)[NeuNAc(a2-3)]Gal(b1-4)GlcNAc(b1-4)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,Homo sapiens,No
279,280,GBID7786,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,Homo sapiens,No
280,281,GBID7788,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,Homo sapiens,No
281,282,GBID7837,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)GalNAc,O,Homo sapiens,No
282,283,GBID7880,GalOS(b1-4)GlcNAc(b1-4)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,Homo sapiens,No
283,284,GBID7933,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]GalNAc,O,Homo sapiens,No
284,285,GBID7941,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuNAc(a2-6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,N,Homo sapiens,No
285,286,GBID7954,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,"Homo sapiens, Mus musculus",No
286,287,GBID7968,Fuc(a1-3)[GalNAc(b1-4)]GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,"Bothrops moojeni, Homo sapiens",No
287,288,GBID7977,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,Homo sapiens,No
288,289,GBID7994,Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc,O,Homo sapiens,No
289,290,GBID7996,NeuNAc(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,Free,Homo sapiens,No
290,291,GBID8027,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc,N,Homo sapiens,No
291,292,GBID8052,Gal(b1-4)GlcNAc(b1-6)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,N,Homo sapiens,No
292,293,GBID8063,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Free,"Canis lupus, Escherichia coli, Gorilla gorilla, Homo sapiens, Nasua narica, Pan paniscus, Pan troglodytes, Pongo pygmaeus, Trichechus manatus, Tursiops truncatus, Ursus americanus, Ursus arctos",Yes
293,294,GBID8081,GlcNAc(b1-4)[NeuNAc(a2-3)]Gal(b1-4)GlcNAc(b1-4)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,Homo sapiens,No
294,295,GBID8102,Fuc(a1-3)[Gal(b1-4)]GlcNAc,Free,"Helicobacter pylori, Homo sapiens",No
295,296,GBID8147,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,N,"Homo sapiens, Mus musculus, Nicotiana tabacum",No
297,298,GBID8170,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc,N,Homo sapiens,No
298,299,GBID8178,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc,O,"Bos taurus, Homo sapiens",No
299,300,GBID8194,Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,N,"Acremonium sp, Antheraea pernyi, Apis mellifera, Apis sp, Arabidopsis thaliana, Arachis hypogaea, Artemisia vulgaris, Aspergillus niger, Aspergillus phoenicis, Astragalus lentiginosus, AvianInfluenzaA Virus, Bombyx mori, Bos taurus, Caenorhabditis elegans, Carica papaya, Chondrostereum purpureum, Columbia livia, Coturnix japonica, Cricetulus griseus, Drosophila melanogaster, Felis catus, Fusarium graminearum, Fusarium sp, Gallus gallus, Homo sapiens, HumanImmunoDeficiency Virus, Lupinus luteus, Mamestra brassicae, Megathura crenulata, Mesocricetus auratus, MinkCellFocusForming Virus, MurineLeukemia Virus, MurineRespo Virus, Mus musculus, Nicotiana alata, Nicotiana tabacum, Olea europaea, Oryza sativa, Panulirus interruptus, Phaseolus vulgaris, Physcomitrella patens, Rattus norvegicus, Ricinus communis, Riftia pachyptila, Saccharomyces cerevisiae, Saccharomyces uvarum, SpleenFocusForming Virus, Spodoptera frugiperda, Sus scrofa, Tetronarce californica, Trichinella spiralis, Trichoderma reesei, Trypanosoma brucei",No
300,301,GBID8288,GalOS(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)]GalNAc,O,Homo sapiens,No
302,303,GBID8403,NeuNAc(a2-3)Gal(b1-3)[GlcNAc(b1-6)]GalNAc,O,"Gallus gallus, Homo sapiens, Mus musculus, Rattus norvegicus, Sus scrofa",No
303,304,GBID8412,NeuNAc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[GalOS(b1-3)]GalNAc,None,Homo sapiens,No
304,305,GBID8417,Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)]GalNAc,O,"Bos taurus, Homo sapiens",No
305,306,GBID8503,GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,N,"Homo sapiens, Rattus norvegicus",No
306,307,GBID8539,GalNAc(b1-4)[NeuNAc(a2-3)]Gal(b1-4)GlcNAc(b1-4)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,N,Homo sapiens,No
307,308,GBID8547,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,N,Homo sapiens,No
308,309,GBID8562,GalOS(b1-4)GlcNAc(b1-2)[GalOS(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,None,Homo sapiens,No
309,310,GBID8613,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,Homo sapiens,No
310,311,GBID8614,Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,Homo sapiens,No
311,312,GBID8620,Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)GlcNAcOS(b1-6)]GalNAc,O,Homo sapiens,No
312,313,GBID8622,Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)]GalNAc,O,Homo sapiens,No
313,314,GBID8644,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-4)Man(a1-3)Man(b1-4)GlcNAc,Free,Homo sapiens,No
314,315,GBID8717,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[NeuNAc(a2-3)Gal(b1-3)]GalNAc,O,"Equus caballus, Homo sapiens",No
315,316,GBID8729,Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[NeuNAc(a2-6)]GalNAc,O,Homo sapiens,No
316,317,GBID8743,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,Homo sapiens,No
317,318,GBID8801,Gal(b1-4)GlcNAc(b1-6)[GlcNAc(b1-6)Gal(b1-3)]GalNAc,O,Homo sapiens,No
319,320,GBID8908,NeuNAc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-3)[NeuNAc(a2-6)]GalNAc,O,Homo sapiens,No
320,321,GBID8926,Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]GalNAc,O,Homo sapiens,No
321,322,GBID8970,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)[NeuNAc(a2-3)Gal(b1-3)]GalNAc,O,Homo sapiens,No
322,323,GBID9001,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]GalNAc,O,Homo sapiens,No
323,324,GBID9031,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-3)[Fuc(a1-2)[Gal(b1-4)]GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,N,Homo sapiens,No
324,325,GBID9035,NeuNAc(a2-6)Gal(b1-4)GlcNAc,N,"Helicobacter pylori, Homo sapiens",No
325,326,GBID9044,GalOS(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,Homo sapiens,No
326,327,GBID9048,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,N,"Homo sapiens, Mesocricetus auratus, Mus musculus, Rattus norvegicus",No
327,328,GBID9097,GalNAc(a1-3)Gal(b1-4)GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)GalNAc,O,Homo sapiens,No
329,330,GBID9111,Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,N,"Abrus precatorius, Acremonium sp, Apis sp, Arabidopsis thaliana, Artemisia vulgaris, Aspergillus niger, Astacus leptodactylus, AvianInfluenzaA Virus, Bombyx mori, Bos taurus, Caenorhabditis elegans, Columbia livia, Daucus carota, Fusarium graminearum, Fusarium sp, Homo sapiens, Kinetoplastids, Komagataella pastoris, Mamestra brassicae, Marburg Virus, MinkCellFocusForming Virus, Mus musculus, Oryza sativa, Phaseolus lunatus, Phaseolus vulgaris, Ricinus communis, Saccharomyces cerevisiae, Schistosoma mansoni, Spinacia oleracea, SpleenFocusForming Virus, Spodoptera frugiperda, Tetronarce californica, Trypanosoma brucei",No
330,331,GBID9124,Gal(b1-3)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,Homo sapiens,No
331,332,GBID9125,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Glc,Free,Homo sapiens,No
332,333,GBID9147,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,N,"Homo sapiens, Mus musculus, Sus scrofa",No
